Active users,New users,Message rate,Media sharing,Spam ratio,User sentiment,Server load,Time of day,Latency,Bandwidth usage,Traffic state,Optimal Route,Message type
13141,164,874,0.55,0.09,neutral,10,Night,54,143.64,Medium,Route B,spam
48317,1430,2281,0.53,0.06,neutral,41,Afternoon,47,334.86,Medium,Route B,text
10175,795,867,0.42,0.02,positive,10,Morning,88,92.51,High,Route C,video
38393,1829,3226,0.54,0.09,neutral,46,Night,60,287.24,Medium,Route C,text
4980,484,630,0.51,0.18,negative,18,Afternoon,64,82.55,Medium,Route A,image
22453,313,2948,0.56,0.03,positive,25,Evening,24,179.98,Low,Route A,image
18659,668,2473,0.21,0.02,positive,32,Night,36,152.72,Low,Route A,text
10933,464,1813,0.38,0.02,positive,23,Morning,71,105.27,High,Route A,text
9365,506,1255,0.45,0.16,negative,23,Afternoon,49,118.99,Medium,Route A,image
10321,260,444,0.47,0.04,positive,10,Afternoon,133,117.82,High,Route A,image
31985,1751,5819,0.31,0.19,negative,40,Evening,85,258.31,High,Route C,video
34544,716,6427,0.39,0.06,neutral,48,Morning,41,290.64,Medium,Route A,image
18971,1536,660,0.17,0.08,neutral,16,Afternoon,28,123.66,Low,Route A,text
17385,360,3354,0.09,0.2,negative,22,Afternoon,19,117.16,Low,Route A,text
21373,559,2559,0.22,0.22,negative,14,Evening,8,152.43,Low,Route A,video
43910,1605,6962,0.2,0.06,neutral,76,Night,53,304.58,Low,Route A,image
7197,160,421,0.1,0.07,neutral,17,Evening,26,31.52,Medium,Route C,spam
13755,648,2201,0.15,0.03,positive,18,Afternoon,44,124.87,Medium,Route C,text
13090,250,607,0.39,0.23,negative,16,Night,35,98.67,Medium,Route C,text
47588,2192,6223,0.47,0.19,negative,70,Evening,136,334.3,High,Route C,text
22478,1604,3394,0.41,0.07,neutral,34,Night,188,174.62,High,Route C,text
44397,1251,5126,0.39,0.22,negative,67,Night,44,308.96,Medium,Route B,spam
9687,118,1376,0.29,0.03,neutral,10,Afternoon,65,87.71,High,Route C,text
31689,2194,5594,0.29,0.03,positive,37,Morning,79,232.92,High,Route C,spam
35726,755,4038,0.24,0.12,negative,42,Evening,31,240.67,Low,Route A,text
9384,522,1668,0.36,0.07,neutral,18,Afternoon,24,89.97,Low,Route A,text
24242,936,4495,0.41,0.11,negative,34,Night,45,207.6,Low,Route A,text
3940,322,539,0.33,0.03,positive,10,Morning,24,44.77,Low,Route B,text
33770,2374,2133,0.09,0.15,negative,29,Afternoon,105,217.82,High,Route A,text
2992,199,358,0.18,0.01,positive,10,Evening,28,47.25,Medium,Route B,image
42240,1909,2012,0.46,0.13,negative,61,Afternoon,71,272.74,Medium,Route A,image
26604,499,5181,0.25,0.12,negative,48,Afternoon,98,210.13,Medium,Route A,image
13991,865,2155,0.41,0.08,neutral,20,Night,26,115.98,Medium,Route A,image
43339,580,3576,0.18,0.01,positive,68,Morning,149,283.61,High,Route C,text
28027,2183,4693,0.26,0.07,neutral,33,Afternoon,46,201.57,Medium,Route B,image
46982,2508,4772,0.55,0.04,neutral,52,Evening,107,342.24,High,Route B,text
45361,1226,4712,0.12,0.19,negative,54,Morning,98,297.74,Medium,Route B,text
6147,472,943,0.5,0.06,neutral,10,Night,20,89.43,Low,Route A,text
19789,1221,3174,0.18,0.06,neutral,35,Afternoon,28,133.94,Low,Route A,text
46751,455,7540,0.37,0.21,negative,63,Afternoon,54,344.64,Medium,Route A,text
32421,610,2347,0.53,0.16,negative,36,Night,76,249.06,Medium,Route B,spam
30887,1381,3685,0.09,0.04,positive,54,Morning,68,183.15,Medium,Route A,text
7084,526,223,0.13,0.05,positive,10,Morning,30,50.6,Medium,Route B,text
28366,2007,3429,0.27,0.22,negative,49,Morning,45,185.43,Low,Route A,video
24866,1953,2941,0.11,0.2,negative,30,Evening,70,184.4,Medium,Route A,text
29852,1426,2563,0.37,0.09,neutral,47,Afternoon,146,227.07,High,Route C,text
34377,875,4679,0.57,0.02,positive,48,Afternoon,114,259.31,High,Route A,text
14030,32,2254,0.23,0.09,neutral,24,Afternoon,17,131.62,Low,Route A,spam
24266,485,1357,0.51,0.02,positive,15,Afternoon,131,169.32,High,Route B,image
38690,2126,5534,0.27,0.05,neutral,54,Morning,35,271.19,Low,Route A,image
5537,472,547,0.52,0.21,negative,10,Evening,45,88.4,Medium,Route A,text
46418,2296,6707,0.38,0.19,negative,53,Morning,117,355.43,High,Route C,text
11331,1025,1944,0.12,0.21,negative,25,Evening,55,102.4,Medium,Route B,text
48369,1742,2124,0.34,0.04,neutral,56,Evening,55,313.39,Medium,Route A,image
2283,81,363,0.15,0.09,neutral,11,Morning,26,42.3,Medium,Route C,text
38627,1155,5336,0.48,0.06,neutral,62,Evening,43,296.88,Medium,Route C,text
38090,3182,3874,0.19,0.12,negative,43,Morning,37,229.35,Low,Route A,text
39584,2476,4124,0.37,0.15,negative,59,Evening,63,264.99,Medium,Route C,text
49215,4718,4510,0.31,0.1,neutral,55,Morning,65,312.84,Low,Route B,image
17629,310,1692,0.22,0.03,positive,10,Afternoon,21,137.96,Low,Route C,video
24021,59,2033,0.39,0.04,neutral,29,Evening,56,172.2,Medium,Route C,text
37086,942,2429,0.42,0.04,neutral,54,Morning,66,249.14,Medium,Route A,video
11625,695,377,0.28,0.25,negative,10,Night,77,72.24,High,Route B,text
12764,1175,1594,0.5,0.05,positive,31,Evening,34,113.63,Low,Route C,text
45105,4437,4238,0.31,0.13,negative,59,Morning,96,301.92,Medium,Route C,spam
40637,3489,2760,0.54,0.02,positive,40,Evening,175,271.76,High,Route C,text
37540,1607,1885,0.24,0.04,neutral,31,Afternoon,88,225.14,High,Route B,spam
40614,3518,4749,0.2,0.07,neutral,58,Night,101,253.95,Medium,Route C,spam
16273,220,1813,0.15,0.03,neutral,22,Morning,75,108.16,Medium,Route C,video
20870,144,2660,0.46,0.13,negative,29,Morning,115,176.11,High,Route C,text
26357,2388,733,0.55,0.03,positive,16,Evening,24,189.51,Medium,Route A,text
4362,225,763,0.25,0.07,neutral,10,Evening,67,45.64,High,Route C,text
33062,1031,5937,0.27,0.06,neutral,39,Morning,76,259.4,Medium,Route A,image
36096,3019,4314,0.44,0.07,neutral,48,Morning,60,274.55,Medium,Route A,video
1749,14,213,0.22,0.08,neutral,10,Morning,97,45.7,High,Route C,text
11384,31,1049,0.26,0.01,positive,12,Evening,67,102.42,High,Route C,text
46635,252,2943,0.42,0.09,negative,58,Morning,35,287.41,Medium,Route B,spam
28537,91,3807,0.31,0.03,positive,40,Night,26,206.73,Low,Route A,text
1605,42,179,0.44,0.19,negative,11,Night,52,42.13,Medium,Route B,text
18531,249,3440,0.26,0.05,positive,27,Afternoon,61,144.83,Medium,Route B,spam
26940,2078,2726,0.56,0.2,negative,26,Night,40,236.34,Medium,Route B,video
7769,713,1291,0.32,0.03,positive,16,Evening,34,71.06,Medium,Route C,text
18241,825,3478,0.06,0.05,positive,18,Evening,31,119.97,Medium,Route C,image
11422,222,659,0.5,0.19,negative,10,Morning,102,131.2,High,Route C,text
2251,147,71,0.3,0.11,negative,10,Evening,57,53.94,Medium,Route C,spam
49394,825,7903,0.07,0.03,positive,68,Night,170,320.99,High,Route A,text
35349,2580,3063,0.3,0.23,negative,55,Night,140,242.35,High,Route C,text
19390,1082,3446,0.22,0.04,neutral,30,Evening,24,171.41,Low,Route A,text
14217,962,1051,0.45,0.09,negative,10,Morning,39,115.66,High,Route C,image
38084,2160,4166,0.58,0.08,neutral,52,Night,51,279.81,Medium,Route C,text
45151,550,4098,0.17,0.16,negative,60,Morning,34,285.93,Low,Route A,text
7192,311,233,0.06,0.13,negative,10,Evening,26,57.18,Low,Route A,text
14639,158,2822,0.59,0.02,positive,34,Evening,46,147.32,High,Route C,image
5182,337,138,0.46,0.02,positive,10,Morning,17,83.67,Low,Route B,text
49772,610,3482,0.32,0.03,positive,67,Afternoon,43,299.73,Low,Route A,text
30849,3045,1837,0.55,0.13,negative,31,Afternoon,30,222.45,Low,Route A,spam
10953,471,2101,0.1,0.09,negative,30,Morning,26,70.56,Low,Route C,text
2500,248,459,0.33,0.02,positive,10,Afternoon,57,59.97,Medium,Route B,text
29729,2195,3662,0.48,0.08,neutral,26,Evening,24,216.46,Low,Route C,spam
15635,1469,3092,0.51,0.25,negative,25,Morning,73,161.75,High,Route C,text
43715,3465,2894,0.08,0.01,positive,51,Evening,51,274.88,Medium,Route A,text
47953,4066,8480,0.59,0.06,neutral,74,Night,225,367.26,High,Route C,video
12687,328,1459,0.5,0.05,neutral,14,Morning,23,147.59,Low,Route A,text
9535,703,629,0.26,0.24,negative,10,Afternoon,86,86.06,High,Route A,text
44017,2400,2977,0.22,0.23,negative,51,Afternoon,34,281.66,Low,Route A,spam
26868,1465,1238,0.05,0.1,neutral,37,Morning,30,165.75,Medium,Route C,text
43623,741,7515,0.37,0.05,neutral,65,Evening,103,343.07,High,Route A,text
47632,666,9371,0.45,0.04,positive,79,Night,158,392.44,High,Route C,text
8125,36,1051,0.13,0.03,neutral,15,Evening,28,51.03,Low,Route B,image
44188,2670,3248,0.48,0.04,positive,44,Night,32,287.63,Low,Route A,text
30107,1411,3209,0.45,0.04,positive,25,Afternoon,17,207.9,Low,Route B,text
42561,4076,7779,0.43,0.08,neutral,79,Morning,49,343.4,Low,Route A,image
42353,2810,1546,0.57,0.18,negative,42,Morning,57,303.97,Medium,Route C,text
1573,35,297,0.3,0.1,negative,10,Night,29,48.77,Medium,Route B,text
10564,901,606,0.34,0.05,neutral,10,Evening,49,101.14,Medium,Route C,image
8270,157,1092,0.18,0.22,negative,10,Evening,21,58.44,Low,Route A,text
28054,2595,3934,0.31,0.04,positive,47,Evening,46,206.46,Medium,Route C,text
47719,3628,2592,0.58,0.04,positive,57,Night,186,306.55,High,Route C,text
6317,503,815,0.28,0.09,neutral,10,Night,19,58.0,Low,Route C,text
46863,966,5977,0.57,0.19,negative,74,Morning,127,339.94,High,Route C,video
2431,45,402,0.22,0.04,positive,10,Afternoon,50,45.48,Medium,Route C,text
15859,327,2631,0.16,0.19,negative,25,Morning,38,139.37,Medium,Route C,text
25291,1566,4167,0.28,0.05,positive,26,Morning,44,179.04,Medium,Route A,text
43046,1551,1939,0.34,0.06,neutral,49,Afternoon,92,256.54,High,Route C,text
16064,119,2775,0.19,0.03,positive,12,Morning,50,131.07,High,Route C,text
11350,639,448,0.26,0.09,neutral,21,Evening,46,82.44,Medium,Route A,text
30681,1285,6015,0.49,0.01,positive,51,Evening,117,270.63,High,Route C,text
15160,746,2687,0.14,0.05,neutral,18,Afternoon,41,126.85,Low,Route C,image
30856,3029,1741,0.25,0.21,negative,46,Morning,74,196.38,High,Route B,spam
24912,889,2960,0.12,0.05,positive,27,Night,42,174.86,Low,Route B,image
32945,561,1203,0.41,0.04,positive,26,Evening,14,202.75,Low,Route A,image
46591,3249,2155,0.41,0.02,positive,58,Afternoon,93,283.36,High,Route C,text
46188,3954,4936,0.48,0.04,positive,67,Afternoon,96,328.82,High,Route A,text
10251,267,923,0.19,0.22,negative,20,Night,69,68.56,Medium,Route C,spam
32596,1066,3461,0.53,0.02,positive,56,Morning,87,231.64,High,Route C,text
30706,613,1688,0.57,0.08,neutral,25,Evening,35,223.32,Low,Route A,text
22227,1609,4200,0.57,0.02,positive,38,Afternoon,57,217.61,Low,Route A,text
14350,681,2318,0.23,0.19,negative,13,Evening,25,117.01,Low,Route A,image
3025,50,451,0.06,0.25,negative,10,Morning,90,18.41,High,Route B,text
37776,1793,7149,0.47,0.03,positive,70,Evening,46,301.43,Medium,Route B,text
22244,619,1043,0.17,0.12,negative,31,Evening,120,139.49,High,Route B,video
23055,1112,2278,0.38,0.04,neutral,26,Afternoon,35,180.47,Low,Route A,image
23105,765,1930,0.4,0.21,negative,21,Morning,63,164.99,Medium,Route B,text
45529,3019,5725,0.07,0.04,neutral,56,Evening,59,292.61,Medium,Route B,video
40161,3516,1176,0.21,0.07,neutral,37,Evening,99,221.65,High,Route A,spam
20602,1763,1321,0.53,0.08,neutral,16,Evening,32,159.99,Medium,Route C,text
29002,1928,2522,0.1,0.15,negative,41,Evening,70,176.2,Medium,Route C,text
33440,1015,6631,0.57,0.04,neutral,44,Morning,52,280.01,Low,Route A,spam
2813,26,417,0.1,0.02,positive,10,Night,124,11.35,High,Route A,text
3672,301,427,0.45,0.1,neutral,19,Evening,36,84.31,Low,Route A,text
44216,406,4418,0.42,0.05,positive,63,Afternoon,58,310.94,Medium,Route A,text
14146,565,2520,0.44,0.02,positive,10,Morning,18,133.98,Low,Route A,spam
1375,89,72,0.29,0.24,negative,15,Night,138,20.47,High,Route C,text
45301,4530,5005,0.08,0.05,positive,52,Morning,177,284.42,High,Route B,text
3608,138,267,0.18,0.12,negative,10,Afternoon,18,29.97,Medium,Route A,text
23758,1868,4539,0.1,0.02,positive,29,Night,13,159.16,Low,Route A,text
35507,2180,4571,0.23,0.04,positive,36,Evening,23,230.55,Low,Route B,image
46311,1487,3596,0.15,0.05,positive,57,Evening,52,300.6,Medium,Route A,text
30707,1664,5536,0.18,0.03,positive,47,Afternoon,97,233.62,High,Route B,text
32932,1086,2597,0.23,0.22,negative,46,Morning,64,204.51,Medium,Route B,text
18859,158,702,0.37,0.09,negative,13,Night,41,122.26,High,Route C,text
32109,1343,2312,0.46,0.03,neutral,44,Night,46,226.07,Medium,Route B,spam
27527,365,3522,0.52,0.02,positive,45,Morning,45,214.55,Medium,Route B,text
23778,1703,3913,0.45,0.2,negative,46,Afternoon,50,203.81,Low,Route B,image
26207,1101,4840,0.28,0.19,negative,44,Afternoon,67,188.57,Medium,Route B,text
35783,3387,3370,0.1,0.12,negative,48,Afternoon,50,206.23,Medium,Route B,text
44409,3945,6209,0.53,0.08,negative,64,Night,53,328.97,Low,Route A,text
17539,19,1862,0.18,0.01,positive,26,Morning,115,114.22,High,Route C,video
21763,984,3678,0.32,0.09,negative,22,Evening,67,186.72,Medium,Route B,text
35022,959,1792,0.29,0.17,negative,38,Afternoon,54,239.3,High,Route C,image
28710,2641,2389,0.08,0.14,negative,25,Afternoon,93,183.84,High,Route A,text
14665,1127,2560,0.58,0.09,neutral,11,Morning,34,157.15,Low,Route A,text
20033,950,2190,0.23,0.04,neutral,19,Afternoon,97,154.65,High,Route C,text
20739,10,2311,0.45,0.18,negative,20,Afternoon,32,172.9,Medium,Route A,text
21228,180,3664,0.16,0.04,positive,34,Morning,40,168.51,Low,Route A,text
47894,3807,6065,0.14,0.08,neutral,54,Afternoon,36,310.42,Low,Route B,text
33989,856,1141,0.09,0.07,neutral,49,Night,62,202.68,Medium,Route B,text
36172,152,5370,0.57,0.01,positive,52,Evening,84,290.37,High,Route B,text
6840,229,717,0.37,0.17,negative,11,Night,31,76.73,Low,Route C,text
38513,494,2581,0.54,0.07,neutral,31,Afternoon,95,256.29,High,Route C,video
16639,893,944,0.57,0.24,negative,10,Evening,40,159.68,High,Route C,image
9295,433,1242,0.09,0.2,negative,10,Afternoon,31,57.92,Low,Route A,image
37389,3232,1699,0.15,0.13,negative,43,Evening,60,210.42,Medium,Route B,text
48965,3445,4476,0.42,0.02,positive,53,Afternoon,35,351.46,Medium,Route A,image
14316,1098,2798,0.14,0.04,neutral,14,Evening,92,106.04,High,Route C,text
28231,66,752,0.43,0.08,neutral,25,Evening,46,171.74,Medium,Route B,image
5391,519,355,0.53,0.23,negative,10,Afternoon,39,72.3,Low,Route A,text
46178,1356,5803,0.31,0.21,negative,63,Evening,233,316.39,High,Route C,text
10355,106,963,0.44,0.05,neutral,15,Morning,18,124.12,Medium,Route B,text
35104,401,3180,0.52,0.04,neutral,57,Morning,66,273.43,Medium,Route A,image
14295,753,2759,0.25,0.01,positive,20,Evening,70,143.33,High,Route C,text
24025,1963,1178,0.24,0.11,negative,37,Afternoon,47,159.62,Low,Route A,text
34259,738,1965,0.3,0.16,negative,30,Night,44,206.85,Medium,Route C,spam
22693,2174,3293,0.6,0.08,negative,45,Evening,36,213.09,Medium,Route C,text
2640,131,337,0.38,0.04,neutral,10,Morning,32,70.56,Low,Route C,image
20203,1073,2138,0.36,0.09,neutral,24,Evening,130,177.59,High,Route C,text
47359,1189,2343,0.44,0.22,negative,65,Morning,51,285.17,Low,Route A,image
10564,204,560,0.13,0.2,negative,10,Afternoon,17,73.22,Low,Route C,image
45081,1584,1142,0.24,0.21,negative,39,Morning,65,270.12,High,Route C,spam
11899,540,530,0.05,0.04,positive,10,Afternoon,39,53.51,Low,Route A,text
3878,73,758,0.19,0.08,neutral,10,Evening,44,52.2,Medium,Route B,text
16249,260,1949,0.33,0.02,positive,13,Morning,47,119.76,Medium,Route B,text
35674,367,1220,0.43,0.15,negative,51,Afternoon,28,237.26,Low,Route A,text
48817,1740,5684,0.36,0.04,neutral,71,Morning,177,317.68,High,Route C,text
36198,1416,4979,0.18,0.11,negative,43,Evening,145,243.75,High,Route C,text
38326,939,5725,0.45,0.01,positive,45,Morning,32,285.12,Low,Route B,text
40346,2078,6683,0.1,0.02,positive,74,Evening,37,288.55,Low,Route A,text
18081,1439,3058,0.29,0.02,positive,37,Evening,55,138.66,Medium,Route C,text
4584,76,613,0.37,0.1,neutral,10,Morning,51,50.72,High,Route C,text
47625,3211,4313,0.43,0.03,neutral,62,Morning,113,315.82,High,Route A,text
16562,1082,1668,0.43,0.1,negative,24,Evening,66,130.48,Medium,Route C,image
1682,64,215,0.21,0.04,positive,13,Afternoon,138,23.17,High,Route C,text
6006,58,541,0.44,0.07,neutral,20,Evening,145,73.1,High,Route C,spam
29348,1225,4079,0.31,0.03,neutral,44,Evening,65,236.54,Medium,Route C,text
9986,132,954,0.11,0.2,negative,19,Morning,26,69.74,Low,Route A,text
13519,1112,504,0.55,0.05,positive,26,Evening,29,120.25,Low,Route A,text
23487,2102,3462,0.37,0.02,positive,35,Morning,35,206.07,Low,Route A,text
48539,4144,2672,0.32,0.11,negative,47,Night,45,318.35,Low,Route A,text
6193,482,891,0.51,0.09,negative,10,Afternoon,110,103.81,High,Route A,image
12285,597,2323,0.14,0.1,neutral,10,Evening,50,104.9,Medium,Route A,spam
42707,535,1859,0.37,0.01,positive,46,Morning,96,275.97,High,Route C,text
18500,489,2058,0.41,0.13,negative,27,Afternoon,44,157.01,Low,Route A,text
25903,177,518,0.11,0.04,neutral,28,Evening,85,131.96,High,Route C,text
24616,1146,3997,0.32,0.24,negative,48,Morning,63,208.62,Medium,Route C,text
46007,3431,8988,0.33,0.06,neutral,67,Evening,35,356.62,Low,Route A,text
4891,316,594,0.21,0.07,neutral,14,Evening,21,41.73,Low,Route A,text
40207,3133,3156,0.33,0.05,positive,54,Afternoon,42,282.24,Low,Route C,text
48315,2234,1508,0.42,0.01,positive,53,Morning,73,308.45,Medium,Route C,image
20616,1156,1752,0.31,0.23,negative,26,Afternoon,25,161.85,Low,Route A,text
26511,1564,4712,0.45,0.07,neutral,42,Evening,95,232.72,Medium,Route A,video
1433,96,273,0.55,0.16,negative,10,Evening,32,48.16,Low,Route A,text
5055,123,673,0.55,0.21,negative,10,Morning,102,86.55,High,Route C,text
48557,273,7205,0.15,0.02,positive,68,Evening,57,336.92,Low,Route C,text
11365,903,471,0.37,0.02,positive,16,Morning,56,96.45,High,Route A,image
41154,3576,2550,0.15,0.09,negative,62,Evening,78,244.51,Medium,Route C,text
29893,2055,2236,0.13,0.03,positive,38,Night,93,204.29,High,Route C,text
44280,2243,6243,0.56,0.02,positive,55,Morning,35,355.45,Low,Route B,image
45660,4124,5936,0.3,0.02,positive,67,Afternoon,41,306.57,Low,Route A,video
1331,100,189,0.49,0.21,negative,10,Afternoon,34,57.36,Low,Route B,text
23873,612,4047,0.58,0.09,negative,49,Afternoon,68,219.23,Medium,Route B,spam
9738,764,1372,0.16,0.03,positive,10,Afternoon,119,90.62,High,Route C,text
37136,3481,7186,0.46,0.24,negative,65,Morning,109,284.44,High,Route C,image
34322,877,3590,0.35,0.15,negative,38,Evening,35,246.5,Medium,Route C,text
47753,2610,1944,0.47,0.01,positive,40,Night,24,314.23,Low,Route A,image
1431,110,105,0.39,0.09,negative,10,Afternoon,57,37.62,Medium,Route B,image
41625,3865,2061,0.59,0.15,negative,60,Morning,28,291.7,Low,Route A,image
39310,3189,6633,0.57,0.15,negative,66,Night,35,320.49,Low,Route A,spam
33172,369,5056,0.25,0.03,positive,47,Night,25,259.95,Low,Route A,spam
22018,286,3078,0.4,0.03,positive,26,Night,86,163.63,High,Route C,image
21759,927,3498,0.53,0.17,negative,25,Afternoon,27,196.46,Medium,Route B,image
6213,12,740,0.3,0.08,neutral,10,Evening,79,53.01,High,Route C,image
17083,168,1859,0.54,0.09,negative,20,Afternoon,32,142.26,Low,Route C,text
45546,3328,7479,0.06,0.1,negative,69,Morning,33,324.18,Low,Route A,video
8364,348,1002,0.53,0.15,negative,10,Afternoon,32,88.16,High,Route C,text
10350,298,1495,0.56,0.05,positive,11,Evening,11,142.45,Low,Route A,text
19605,1302,3303,0.25,0.09,neutral,28,Evening,26,153.09,Medium,Route A,text
15952,531,1863,0.13,0.19,negative,10,Morning,13,107.27,Low,Route B,text
18424,809,1692,0.56,0.11,negative,24,Night,46,165.15,Low,Route A,image
21727,278,548,0.14,0.01,positive,13,Night,24,146.69,Low,Route A,image
22954,1640,3242,0.47,0.02,positive,27,Afternoon,25,209.81,Low,Route A,text
11300,803,1260,0.28,0.17,negative,10,Night,34,103.07,High,Route C,text
38749,372,4727,0.47,0.05,neutral,56,Morning,85,276.88,High,Route C,text
50000,349,9730,0.46,0.09,neutral,74,Afternoon,202,399.06,High,Route C,text
20856,1183,3618,0.39,0.23,negative,30,Afternoon,29,188.36,Medium,Route C,image
14530,106,1538,0.53,0.01,positive,30,Night,22,156.78,Low,Route A,text
6180,194,875,0.2,0.06,neutral,23,Morning,47,77.72,Medium,Route A,image
12030,29,712,0.49,0.04,neutral,18,Morning,35,118.1,Low,Route B,text
21477,270,4258,0.09,0.03,positive,26,Morning,29,173.93,Medium,Route C,text
1364,51,147,0.35,0.16,negative,10,Afternoon,62,24.23,High,Route C,text
15849,284,2589,0.54,0.04,positive,24,Afternoon,110,161.92,High,Route C,image
47830,1536,7801,0.21,0.24,negative,73,Night,45,348.87,Low,Route A,text
25034,2413,1380,0.24,0.04,neutral,18,Afternoon,24,155.37,Low,Route A,image
35087,3375,3500,0.16,0.22,negative,38,Evening,102,236.96,High,Route B,image
21996,1252,2770,0.41,0.01,positive,41,Night,86,193.74,Medium,Route C,text
16188,892,1011,0.16,0.05,positive,31,Evening,61,107.94,Medium,Route A,text
3877,295,561,0.57,0.03,positive,10,Morning,29,88.55,Low,Route A,spam
